sample+AC0-id,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher
sample.1,1548,1874.9696969697,41.9624122638775,1904.98998851575,21.2780905818276,5.93506116670176,0.988051961233708,83.6957445117449,411.762852842933
sample.10,1357,1678.39130434783,42.9476077164611,1680.20793206495,19.7869553285785,5.66785763291896,0.981308851537645,53.5012603433152,370.780951285202
sample.11,1497,1850.47872340426,43.7673924798385,1876.94044043269,20.7086654657148,5.10458954064021,0.958502324356808,24.0977352225285,400.665331228665
sample.12,1256,1488.73195876289,35.1095110362657,1481.71838738602,18.242749161287,5.8035681519513,0.988340719335397,85.7685845950995,324.030792846637
sample.13,698,940.108695652174,39.6556346415452,964.745893773527,16.828963188959,3.66074937742078,0.901851009321114,10.1885917836048,158.308845167821
sample.14,390,605.283783783784,43.2968884556606,650.948587775629,15.52072115873,4.69475501168212,0.978139768519777,45.7451697574518,126.440194073538
sample.15,1463,1841.00386100386,47.123813205254,1859.26043499099,21.1494014526022,5.67398617137156,0.980420723340751,51.074409816239,402.032099538257
sample.16,1602,1886.02325581395,36.5025544449688,1920.59576500422,20.3547937294549,5.27031110077854,0.965924359137726,29.3464766823249,413.873903529233
sample.18,1152,1398.24852071006,38.0148642363764,1382.18271751002,17.8566936398953,5.64352189999688,0.985867642022621,70.7596001743418,292.991560625635
sample.20,1012,1343.01960784314,45.384780188345,1367.30344611856,18.9508743375289,5.67246181172797,0.980804223166448,52.0947919259045,361.957543350298
sample.21,1643,2051.42519685039,50.2896279150416,2016.93575699584,21.4213980798185,5.45881978182403,0.972431859252996,36.2737556071383,426.086628332843
sample.22,1009,1398.05025125628,51.8303840261822,1427.44849066426,20.2448845591699,5.74197264732636,0.985031893973487,66.8087197023276,371.595348247398
sample.23,1660,2029.48979591837,47.0039308898995,1980.07832174497,20.7368207488726,5.74896642835596,0.983539482996995,60.7514332519114,427.039694396039
sample.25,984,1208.26530612245,34.0473638188841,1233.58401009416,16.4643400112567,5.38374850713692,0.974421218962692,39.094904426503,303.309383763962
sample.26,1503,1764.32684824903,35.6703902486505,1779.06784050205,19.8305353144105,5.69448757446469,0.984122268609402,62.9812896691363,386.562305296722
sample.27,644,993.259541984733,53.7490634835242,1069.42413453305,19.5256246002837,5.55313969581949,0.989229850005233,92.84921755833,276.420437222408
sample.3,1193,1488.24444444444,40.4826454634347,1505.77455927476,18.7750655204155,5.6219280223589,0.984552463725403,64.7352420621573,352.154878410401
sample.32,1110,1413.06341463415,42.3394991922626,1439.72843700221,18.9968188879658,5.84571304163261,0.988555376796771,87.3772759698915,348.119333840679
sample.4,1338,1665.34693877551,42.8309738210553,1680.7980945559,19.6748501958281,5.75222618926878,0.983054517795559,59.0127792136782,392.740811453406
sample.5,1836,2118.24041811847,36.7622949630296,2125.39293271889,21.8078666081744,5.66437630702295,0.983270577123107,59.7749251339221,421.507600849142
sample.6,1102,1557.02678571429,56.6708241381582,1618.08147348588,22.197305901745,5.40466623128264,0.980882404771057,52.3078341195356,360.858981055189
sample.7,967,1284.82959641256,42.935017690389,1397.03538834111,20.6723206018272,4.65995023110225,0.945057115353887,18.2007189182185,278.37667433232
sample.80,1334,1648.74349442379,40.5679755621364,1687.77681235997,19.8415048359515,5.55469618952809,0.974504469880275,39.222561574679,406.558961845523
sample.81,1139,1352.18181818182,30.4519265193882,1424.37101170458,17.7041109090909,5.37660659403544,0.964600879352421,28.2492892960714,360.412495932419
sample.82,1379,1637.02631578947,35.0304760566863,1662.10583514033,19.0145973507204,6.06539037946761,0.992328893001297,130.359281935329,427.70216870644
sample.84,1515,2030.43956043956,59.077646814937,2012.36957082934,22.3859668207027,6.12676061840332,0.991753501008903,121.26358119725,517.613550667913
sample.85,1791,1992.18367346939,27.4814314593703,2029.93632752513,19.9937046020581,5.84478162379145,0.984548559826844,64.718886316973,475.375007532642
sample.86,1178,1382.22907488987,30.5936446917621,1396.12788903783,16.5278353538766,5.50940890440158,0.964844177697481,28.4447904928783,368.12341162436
sample.87,1799,2027.14814814815,30.5042511822905,2066.38461857425,20.7403451553598,5.85382662861245,0.987478094273201,79.8600486074448,457.657375676841
sample.9,613,813,35.0602692868268,839.293025752758,15.3683612943088,4.62462169805899,0.955050147823254,22.2470142074757,182.554860276702
sample.91,906,1161.55813953488,38.9310215119522,1194.65706933436,17.4604713482882,5.1764124018903,0.975484795949774,40.791012709959,262.989529557637
